Gene Name,Chromosome Name,Gene Start (bp),Gene End (bp),Description
Medtr4g081280,chr4,31496081,31499778,PTHR11017//PTHR11017:SF155 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 70)
Medtr4g094745,chr4,38876759,38881364,PTHR33137:SF4 - F7H2.13 PROTEIN-RELATED (1 of 10)
Medtr0327s0020,scaffold0327,15362,15832,
Medtr8g075330,chr8,31848061,31856341,PTHR11607:SF18 - ALPHA-MANNOSIDASE (1 of 1)
Medtr2g088590,chr2,37345172,37346774,
Medtr3g098680,chr3,45082567,45089620,"K12489 - Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein (ACAP)  (1 of 4)"
Medtr1160s0010,scaffold1160,2167,2518,
Medtr4g036335,chr4,13085409,13085785,
Medtr3g007360,chr3,996622,997839,PF00646//PF07734 - F-box domain (F-box)  // F-box associated (FBA_1)  (1 of 115)
Medtr7g033010,chr7,11653059,11653451,
Medtr2g038380,chr2,16726984,16730514,KOG0617 - Ras suppressor protein (contains leucine-rich repeats) (1 of 41)
Medtr7g077400,chr7,29219432,29226266,K01068 - acyl-coenzyme A thioesterase 1/2/4 (ACOT1_2_4)  (1 of 2)
Medtr5g063080,chr5,26142024,26144803,PTHR10788:SF25 - TREHALOSE-PHOSPHATE PHOSPHATASE D-RELATED (1 of 3)
Medtr5g069680,chr5,29551401,29555579,PTHR11709:SF103 - LACCASE-16 (1 of 3)
Medtr5g078270,chr5,33448201,33449853,
Medtr1g066830,chr1,28719952,28721216,PF08387 - FBD (FBD)  (1 of 223)
Medtr2g041040,chr2,17975453,17975938,
Medtr4g070310,chr4,26474633,26474998,
Medtr0806s0010,scaffold0806,66,3635,2.1.1.113 - Site-specific DNA-methyltransferase (cytosine-N(4)-specific) / Restriction-modification system (1 of 1)
Medtr8g067425,chr8,28153315,28154277,
Medtr4g094422,chr4,37967390,37967551,
Medtr3g108730,chr3,50217733,50219834,K13120 - protein FAM32A (FAM32A)  (1 of 1)
Medtr4g008350,chr4,1498865,1500363,
Medtr7g059540,chr7,21664014,21667377,PF03140 - Plant protein of unknown function (DUF247)  (1 of 94)
Medtr5g026750,chr5,11043716,11046702,"K02873 - large subunit ribosomal protein L13e (RP-L13e, RPL13)  (1 of 4)"
Medtr3g058020,chr3,22952953,22954443,
Medtr3g467080,chr3,27640647,27641330,PTHR11945:SF183 - AGAMOUS-LIKE MADS-BOX PROTEIN AGL80-RELATED (1 of 33)
Medtr5g093990,chr5,41054724,41060747,K15423 - serine/threonine-protein phosphatase 4 catalytic subunit (PPP4C)  (1 of 1)
Medtr5g018910,chr5,7095143,7099246,PF00412//PF00931//PF05659 - LIM domain (LIM)  // NB-ARC domain (NB-ARC)  // Arabidopsis broad-spectrum mildew resistance protein RPW8 (RPW8)  (1 of 1)
Medtr1g010210,chr1,1806316,1808831,PTHR31970:SF3 - MOLYBDATE TRANSPORTER 1 (1 of 4)
Medtr2g095430,chr2,40769880,40770275,PTHR31374:SF16 - AUXIN-RESPONSIVE FAMILY PROTEIN (1 of 4)
Medtr5g007060,chr5,1190936,1192998,PTHR31585:SF6 - FOLATE-BIOPTERIN TRANSPORTER 2-RELATED (1 of 2)
Medtr7g063820,chr7,23315668,23317345,PTHR33103:SF4 - EMB (1 of 51)
Medtr6g014310,chr6,4625948,4627731,2.4.1.324 - 7-deoxyloganetin glucosyltransferase / UGT85A24 (1 of 59)
Medtr1g084040,chr1,37475119,37477510,
Medtr5g043350,chr5,19056081,19058555,3.2.1.15 - Polygalacturonase / Pectinase (1 of 93)
Medtr7g106570,chr7,43382337,43390245,"K11835 - ubiquitin carboxyl-terminal hydrolase 4/11/15 [EC:3.4.19.12] (USP4_11_15, UBP12)  (1 of 4)"
Medtr5g092020,chr5,40177640,40178611,
Medtr2g075910,chr2,31762188,31767897,PF04859 - Plant protein of unknown function (DUF641) (DUF641)  (1 of 7)
Medtr4g064160,chr4,23915589,23918205,PTHR31636:SF54 - SCARECROW-LIKE PROTEIN 14-RELATED (1 of 5)
Medtr2g066990,chr2,28006587,28007954,
Medtr3g104470,chr3,48111470,48116569,K08955 - ATP-dependent metalloprotease [EC:3.4.24.-] (YME1)  (1 of 9)
Medtr4g081550,chr4,31649872,31652363,
Medtr4g072530,chr4,27485902,27486174,K14488 - SAUR family protein (SAUR)  (1 of 124)
Medtr5g009750,chr5,2434036,2438026,PTHR31071:SF9 - INTRACELLULAR PROTEIN TRANSPORT PROTEIN USO1-LIKE PROTEIN (1 of 1)
Medtr4g091740,chr4,36390837,36391740,
Medtr4g125920,chr4,52281801,52288038,PTHR21596:SF3 - F16A14.2-RELATED (1 of 4)
Medtr3g018790,chr3,5183225,5190126,PTHR10502//PTHR10502:SF113 - ANNEXIN // SUBFAMILY NOT NAMED (1 of 8)
Medtr2g016060,chr2,4835770,4839689,PF13839//PF14416 - GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p (PC-Esterase)  // PMR5 N terminal Domain (PMR5N)  (1 of 62)
Medtr4g113100,chr4,46475886,46479891,PF00069//PF00560//PF08263 - Protein kinase domain (Pkinase)  // Leucine Rich Repeat (LRR_1)  // Leucine rich repeat N-terminal domain (LRRNT_2)  (1 of 24)
Medtr1g042780,chr1,16006602,16007003,
Medtr2g438110,chr2,15366440,15371233,"K13025 - ATP-dependent RNA helicase (EIF4A3, FAL1)  (1 of 1)"
Medtr1g052475,chr1,21336471,21339658,PTHR24073:SF578 - RAS-RELATED PROTEIN RABA4D (1 of 2)
Medtr4g126070,chr4,52394578,52396618,PTHR10015:SF178 - HEAT STRESS TRANSCRIPTION FACTOR A-9 (1 of 1)
Medtr7g080430,chr7,30589146,30593686,PTHR11075:SF46 - PROTEIN HIGH CHLOROPHYLL FLUORESCENT 109 (1 of 1)
Medtr6g034670,chr6,14238971,14239342,
Medtr5g061460,chr5,25523415,25523994,PTHR32468:SF20 - CATION/H(+) ANTIPORTER 19 (1 of 5)
Medtr1g098360,chr1,44278706,44280235,2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 1760)
Medtr3g084410,chr3,38104962,38108181,K17285 - selenium-binding protein 1 (SELENBP1)  (1 of 2)
Medtr6g082800,chr6,30923153,30927794,PTHR18937//PTHR18937:SF278 - STRUCTURAL MAINTENANCE OF CHROMOSOMES SMC FAMILY MEMBER // SUBFAMILY NOT NAMED (1 of 2)
Medtr1g041320,chr1,15384098,15386251,"PTHR13528:SF6 - 50S RIBOSOMAL PROTEIN L28, CHLOROPLASTIC (1 of 1)"
Medtr4g025550,chr4,8674494,8675306,3.1.1.11 - Pectinesterase / Pectin methylesterase (1 of 140)
Medtr3g108530,chr3,49840317,49846383,PTHR16441 - FIDIPIDINE (1 of 1)
Medtr5g077510,chr5,33088722,33090476,PTHR22849:SF43 - U-BOX DOMAIN-CONTAINING PROTEIN 54-RELATED (1 of 2)
Medtr6g015730,chr6,5392461,5398787,PTHR11017//PTHR11017:SF163 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 137)
Medtr1g043760,chr1,16413871,16416863,"PTHR10209//PTHR10209:SF138 - OXIDOREDUCTASE, 2OG-FE II  OXYGENASE FAMILY PROTEIN // SUBFAMILY NOT NAMED (1 of 7)"
Medtr4g093600,chr4,37115889,37117993,3.5.1.19 - Nicotinamidase / Nicotine deamidase (1 of 2)
Medtr5g078910,chr5,33733725,33736557,PTHR10641:SF526 - TRANSCRIPTION FACTOR MYB113-RELATED (1 of 16)
Medtr4g031900,chr4,10980354,10980702,PF07127 - Late nodulin protein (Nodulin_late)  (1 of 603)
Medtr8g028380,chr8,10714213,10715318,PTHR33199:SF3 - MACPF DOMAIN-CONTAINING PROTEIN CAD1 (1 of 2)
Medtr1g044190,chr1,16635843,16638907,PF05970 - PIF1-like helicase (PIF1)  (1 of 192)
Medtr1009s0010,scaffold1009,149,3388,
Medtr7g116725,chr7,48204083,48204644,
Medtr1g074030,chr1,32897104,32899484,
Medtr4g051110,chr4,18144563,18145273,PTHR12534 - 30S RIBOSOMAL PROTEIN S2  PROKARYOTIC AND ORGANELLAR (1 of 4)
Medtr2g072650,chr2,30677891,30679636,PF08387 - FBD (FBD)  (1 of 223)
Medtr3g053700,chr3,21366860,21373557,PTHR23329:SF2 - ZINC FINGER CCCH-TYPE WITH G PATCH DOMAIN-CONTAINING PROTEIN (1 of 1)
Medtr4g028010,chr4,9642754,9642999,PTHR31692:SF3 - BETA EXPANSIN 6-RELATED (1 of 4)
Medtr1g071100,chr1,31509135,31512718,PTHR35129:SF2 - GUANINE NUCLEOTIDE-BINDING PROTEIN SUBUNIT GAMMA 1 (1 of 1)
Medtr5g014980,chr5,5104150,5106344,
Medtr8g023680,chr8,8584553,8585984,"PTHR31194//PTHR31194:SF14 - SHN  SHINE , DNA BINDING / TRANSCRIPTION FACTOR // SUBFAMILY NOT NAMED (1 of 8)"
Medtr3g110072,chr3,50957047,50957391,
Medtr1273s0010,scaffold1273,131,967,
Medtr8g063350,chr8,26539925,26541061,
Medtr2g079550,chr2,33495168,33499808,3.2.1.126 - Coniferin beta-glucosidase (1 of 1)
Medtr3g052520,chr3,20768365,20768913,
Medtr4g094932,chr4,39312725,39315059,PTHR24006:SF481 - F-BOX PROTEIN SKIP2 (1 of 2)
Medtr6g046540,chr6,16828413,16828667,
Medtr0288s0010,scaffold0288,189,383,
Medtr7g061780,chr7,22354034,22356603,PTHR22936:SF38 - RHOMBOID-LIKE PROTEIN 4 (1 of 5)
Medtr3g007960,chr3,1258754,1259312,
Medtr6g018600,chr6,7138421,7141000,PF00646 - F-box domain (F-box)  (1 of 811)
Medtr1g040975,chr1,15209929,15210395,
Medtr2g047908,chr2,20992664,21009669,K17600 - vacuolar protein sorting-associated protein 54 (VPS54)  (1 of 1)
Medtr5g045720,chr5,20056451,20056633,
Medtr1g066820,chr1,28716490,28716942,PTHR32295:SF32 - PROTEIN IQ-DOMAIN 3-RELATED (1 of 8)
Medtr2g079470,chr2,33450331,33450972,PF07127 - Late nodulin protein (Nodulin_late)  (1 of 603)
Medtr3g466420,chr3,27285984,27288670,
Medtr3g101150,chr3,46539062,46539541,"PTHR11461 - SERINE PROTEASE INHIBITOR, SERPIN (1 of 41)"
Medtr4g045903,chr4,15835751,15840518,K14487 - auxin responsive GH3 gene family (GH3)  (1 of 9)
Medtr8g088880,chr8,36928157,36930174,PF00190 - Cupin (Cupin_1)  (1 of 51)
Medtr1g105685,chr1,47662172,47665902,
Medtr8g037260,chr8,13822074,13830357,
Medtr6g035100,chr6,12425022,12426995,1.14.13.121 - Premnaspirodiene oxygenase / Hyoscymus muticus premnaspirodiene oxygenase (1 of 28)
Medtr8g442450,chr8,16047571,16048513,
Medtr5g075640,chr5,32178370,32181296,PTHR32370:SF17 - ROOT PHOTOTROPISM PROTEIN 2 (1 of 2)
Medtr3g037090,chr3,13564771,13565094,
Medtr4g120430,chr4,49922589,49923398,
Medtr2g099700,chr2,42756387,42760069,
Medtr3g085120,chr3,38452148,38457925,
Medtr7g022020,chr7,7036186,7038991,KOG0987 - DNA helicase PIF1/RRM3 (1 of 37)
Medtr2g083280,chr2,34964927,34965500,PF07127 - Late nodulin protein (Nodulin_late)  (1 of 603)
Medtr8g013095,chr8,4114305,4118631,PTHR33385:SF4 - PROTEIN XRI1 (1 of 2)
Medtr3g104675,chr3,48243979,48244326,
Medtr1g053320,chr1,22382805,22385404,"3.2.1.39 - Glucan endo-1,3-beta-D-glucosidase / Laminarinase (1 of 97)"
Medtr2g084625,chr2,35862875,35865106,PTHR19446:SF340 - REVERSE TRANSCRIPTASE-RELATED (1 of 18)
Medtr2g058900,chr2,24322934,24323384,3.6.4.12 - DNA helicase (1 of 261)
Medtr4g072560,chr4,27495361,27496193,K14488 - SAUR family protein (SAUR)  (1 of 124)
Medtr1g021642,chr1,6523344,6526374,PTHR27002:SF122 - CYSTEINE-RICH RECEPTOR-LIKE PROTEIN KINASE 28-RELATED (1 of 21)
Medtr1g040685,chr1,15069682,15069849,
Medtr4g072230,chr4,27412483,27412986,K14488 - SAUR family protein (SAUR)  (1 of 124)
Medtr1g011520,chr1,2060030,2064273,PF01535//PF13041//PF13812 - PPR repeat (PPR)  // PPR repeat family (PPR_2)  // Pentatricopeptide repeat domain (PPR_3)  (1 of 43)
Medtr2g096960,chr2,41447023,41449575,2.7.10.2//2.7.11.1 - Non-specific protein-tyrosine kinase / Cytoplasmic protein tyrosine kinase // Non-specific serine/threonine protein kinase / Threonine-specific protein kinase (1 of 32)
Medtr2g031750,chr2,12029162,12031833,PTHR22950//PTHR22950:SF208 - AMINO ACID TRANSPORTER // SUBFAMILY NOT NAMED (1 of 7)
Medtr5g023060,chr5,9164769,9167836,
Medtr3g082840,chr3,37388603,37394906,
Medtr8g015190,chr8,4904895,4915070,
Medtr4g035920,chr4,12721814,12722151,
Medtr3g093000,chr3,42508004,42514370,
Medtr1g082870,chr1,36871248,36880064,PTHR24072//PTHR24072:SF166 - RHO FAMILY GTPASE // SUBFAMILY NOT NAMED (1 of 4)
Medtr4g088750,chr4,35353231,35357098,PTHR23257//PTHR23257:SF81 - SERINE-THREONINE PROTEIN KINASE // SUBFAMILY NOT NAMED (1 of 4)
Medtr8g105070,chr8,44310681,44312627,"K02355 - elongation factor G (fusA, GFM, EFG)  (1 of 22)"
Medtr3g008790,chr3,1657099,1657697,
Medtr3g021295,chr3,6220792,6221413,
Medtr5g066280,chr5,27944738,27945733,"PTHR11260//PTHR11260:SF199 - GLUTATHIONE S-TRANSFERASE, GST, SUPERFAMILY, GST DOMAIN CONTAINING // SUBFAMILY NOT NAMED (1 of 8)"
Medtr7g099970,chr7,40181773,40184991,
Medtr2g090905,chr2,39032017,39032400,K19038 - E3 ubiquitin-protein ligase ATL41 [EC:6.3.2.19] (ATL41)  (1 of 2)
Medtr8g012890,chr8,3903544,3903985,PTHR33147:SF4 - DEFENSIN-LIKE PROTEIN 13-RELATED (1 of 21)
Medtr8g036160,chr8,13337483,13343415,
Medtr6g049240,chr6,17840696,17847421,PTHR14352:SF2 - HAUS AUGMIN-LIKE COMPLEX SUBUNIT 7 (1 of 4)
Medtr2g081370,chr2,34148627,34149012,
Medtr4g115630,chr4,47771216,47777006,PTHR27003:SF28 - CALMODULIN-BINDING RECEPTOR-LIKE CYTOPLASMIC KINASE 3 (1 of 2)
Medtr5g087820,chr5,38090612,38094429,K12394 - AP-1 complex subunit sigma 1/2 (AP1S1_2)  (1 of 2)
Medtr5g031160,chr5,13354203,13355702,PF00139 - Legume lectin domain (Lectin_legB)  (1 of 81)
Medtr4g075095,chr4,28658750,28659863,
Medtr1g073890,chr1,32818643,32821051,"PTHR31371:SF2 - GENOMIC DNA, CHROMOSOME 3, TAC CLONE:K14B15 (1 of 2)"
Medtr3g040790,chr3,14402373,14402958,
Medtr2g014410,chr2,4109456,4111159,
Medtr8g077080,chr8,32726777,32726986,
Medtr3g092770,chr3,42403912,42409284,"K15171 - transcription elongation factor SPT4 (SUPT4H1, SPT4)  (1 of 2)"
Medtr8g011370,chr8,3033857,3036307,PTHR27002:SF34 - G-TYPE LECTIN S-RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE RLK1 (1 of 8)
Medtr8g010500,chr8,2745357,2748889,PTHR31942:SF13 - MLO-LIKE PROTEIN 15 (1 of 2)
Medtr2g025830,chr2,9254803,9259188,KOG0939 - E3 ubiquitin-protein ligase/Putative upstream regulatory element binding protein (1 of 1)
Medtr8g468780,chr8,24939523,24941318,"1.14.13.28 - 3,9-dihydroxypterocarpan 6A-monooxygenase / 3,9-dihydroxypterocarpan 6A-hydroxylase (1 of 10)"
Medtr7g028120,chr7,9463289,9464704,
Medtr1g072620,chr1,32245429,32245641,
Medtr4g071040,chr4,26756930,26759958,PTHR18829:SF0 - YAE1 DOMAIN-CONTAINING PROTEIN 1 (1 of 1)
Medtr8g461170,chr8,21470496,21471380,PF06697 - Protein of unknown function (DUF1191) (DUF1191)  (1 of 7)
Medtr5g081860,chr5,35089000,35091626,PTHR24078:SF279 - DUPLICATED SANT DNA-BINDING DOMAIN-CONTAINING PROTEIN (1 of 8)
Medtr3g113900,chr3,53119264,53119449,
Medtr4g129650,chr4,54031155,54034695,PF00892 - EamA-like transporter family (EamA)  (1 of 88)
Medtr1g093790,chr1,42083781,42085823,PF08213 - Mitochondrial domain of unknown function (DUF1713) (DUF1713)  (1 of 1)
Medtr2g034295,chr2,13099203,13099436,
Medtr2g104450,chr2,44991382,44992964,PTHR33137:SF4 - F7H2.13 PROTEIN-RELATED (1 of 10)
Medtr4g034750,chr4,18343093,18343654,"K02878 - large subunit ribosomal protein L16 (RP-L16, MRPL16, rplP)  (1 of 5)"
Medtr4g057865,chr4,21371108,21373227,"K02575 - MFS transporter, NNP family, nitrate/nitrite transporter (NRT, narK, nrtP, nasA)  (1 of 3)"
Medtr3g452390,chr3,19143550,19143822,
Medtr8g009080,chr8,2021786,2023744,
Medtr1g077060,chr1,34389144,34389907,3.4.22.15 - Cathepsin L (1 of 7)
Medtr2g090625,chr2,38782615,38782851,PF05498 - Rapid ALkalinization Factor (RALF) (RALF)  (1 of 12)
Medtr7g010040,chr7,2353424,2354956,
Medtr4g084050,chr4,32729268,32731175,3.2.1.15 - Polygalacturonase / Pectinase (1 of 93)
Medtr2g058680,chr2,24245385,24246114,3.6.4.12 - DNA helicase (1 of 261)
Medtr5g012870,chr5,3949683,3953127,PF05703//PF08458 - Auxin canalisation (Auxin_canalis)  // Plant pleckstrin homology-like region (PH_2)  (1 of 8)
Medtr3g069560,chr3,31116177,31116545,
Medtr2g087200,chr2,36649387,36650467,PF01535//PF12854//PF13041 - PPR repeat (PPR)  // PPR repeat (PPR_1)  // PPR repeat family (PPR_2)  (1 of 47)
Medtr3g022730,chr3,6781413,6782723,PTHR23155//PTHR23155:SF414 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 63)
Medtr7g113170,chr7,46585203,46590419,"PTHR22939:SF95 - SERINE PROTEASE HTRA2, MITOCHONDRIAL (1 of 1)"
Medtr0022s0480,scaffold0022,167427,167618,PF01582 - TIR domain (TIR)  (1 of 86)
Medtr6g008400,chr6,2236578,2238068,
Medtr4g022240,chr4,7421156,7427008,K00771 - protein xylosyltransferase (XYLT)  (1 of 2)
Medtr5g012260,chr5,3642433,3643902,
Medtr4g035820,chr4,12628018,12632859,PF03101 - FAR1 DNA-binding domain (FAR1)  (1 of 70)
Medtr1g022125,chr1,6852265,6854072,PTHR20856:SF8 - DNA-DIRECTED RNA POLYMERASE III SUBUNIT RPC2 (1 of 3)
Medtr3g006480,chr3,746985,748038,
Medtr2g102690,chr2,44252802,44253670,PF08387 - FBD (FBD)  (1 of 223)
Medtr7g056053,chr7,19407848,19409287,PF14111 - Domain of unknown function (DUF4283) (DUF4283)  (1 of 116)
Medtr6g043390,chr6,15007058,15007357,
Medtr2g028790,chr2,10690943,10695600,PTHR21136//PTHR21136:SF92 - SNARE PROTEINS // SUBFAMILY NOT NAMED (1 of 1)
Medtr1g103020,chr1,46606993,46612336,2.3.1.41 - Beta-ketoacyl-[acyl-carrier-protein] synthase I / KAS I (1 of 3)
Medtr5g037080,chr5,16189505,16192380,PTHR12374:SF26 - F25A4.19 PROTEIN (1 of 6)
Medtr1g090973,chr1,41088570,41090016,PF00139 - Legume lectin domain (Lectin_legB)  (1 of 81)
Medtr2g099520,chr2,42666475,42668291,
Medtr1g060150,chr1,26184138,26188535,PTHR10992:SF740 - ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN-RELATED (1 of 3)
Medtr4g109610,chr4,45562196,45564704,
Medtr1g108840,chr1,49186549,49192481,PTHR11206:SF87 - MATE EFFLUX FAMILY PROTEIN-RELATED (1 of 6)
Medtr6g085000,chr6,32013620,32016969,"K02993 - small subunit ribosomal protein S7e (RP-S7e, RPS7)  (1 of 3)"
Medtr5g078500,chr5,33558653,33560185,
Medtr1g057690,chr1,25354425,25355604,"PTHR10825//PTHR10825:SF32 - RING FINGER DOMAIN-CONTAINING, POLYCOMB GROUP COMPONENT // SUBFAMILY NOT NAMED (1 of 1)"
Medtr2g028140,chr2,10351121,10354274,PF00646 - F-box domain (F-box)  (1 of 811)
Medtr4g117540,chr4,48739297,48739794,PTHR33115:SF3 - ARM REPEAT SUPERFAMILY PROTEIN-RELATED (1 of 5)
Medtr4g027310,chr4,9402804,9403878,
Medtr7g007870,chr7,1726262,1726471,2.4.1.297 - Anthocyanidin 3-O-glucoside 2''-O-glucosyltransferase (1 of 14)
Medtr3g055455,chr3,21814345,21817299,
Medtr7g017540,chr7,5596611,5597533,PTHR33149:SF4 - PHOTOSYSTEM Q(B) PROTEIN (1 of 3)
Medtr5g043660,chr5,19189611,19190948,
Medtr8g063820,chr8,26749892,26750164,
Medtr5g012270,chr5,3644799,3647379,3.6.3.26 - Nitrate-transporting ATPase (1 of 5)
Medtr4g068930,chr4,25871854,25872745,
Medtr3g085720,chr3,38786843,38790154,KOG3212 - Uncharacterized conserved protein related to IojAP (1 of 1)
Medtr4g045817,chr4,15735513,15736243,
Medtr6g052375,chr6,18299396,18300544,2.4.1.170 - Isoflavone 7-O-glucosyltransferase (1 of 7)
Medtr4g097500,chr4,40173229,40178424,KOG4498 - Uncharacterized conserved protein (1 of 4)
Medtr2g058670,chr2,24242502,24244330,PTHR31375:SF37 - PECTIN LYASE-LIKE SUPERFAMILY PROTEIN-RELATED (1 of 5)
Medtr5g058470,chr5,24173719,24174782,PTHR31985:SF37 - ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR ERF014 (1 of 2)
Medtr6g463710,chr6,22129177,22132791,PF00069//PF01657 - Protein kinase domain (Pkinase)  // Salt stress response/antifungal (Stress-antifung)  (1 of 20)
Medtr1g106040,chr1,47971192,47979152,"K01887 - arginyl-tRNA synthetase (RARS, argS)  (1 of 4)"
Medtr8g031160,chr8,11645103,11645474,
Medtr0227s0020,scaffold0227,5926,7789,"K02943 - large subunit ribosomal protein LP2 (RP-LP2, RPLP2)  (1 of 3)"
Medtr6g460480,chr6,20781756,20783537,PF01535//PF14432 - PPR repeat (PPR)  // DYW family of nucleic acid deaminases (DYW_deaminase)  (1 of 12)
Medtr1g071070,chr1,31484035,31487280,PF14309 - Domain of unknown function (DUF4378) (DUF4378)  (1 of 28)
Medtr2g038510,chr2,16782463,16786949,PTHR23155:SF402 - DISEASE RESISTANCE PROTEIN RPP13-RELATED (1 of 6)
Medtr7g083180,chr7,31960924,31965369,PTHR22753:SF8 - ESTERASE/LIPASE/THIOESTERASE FAMILY PROTEIN-RELATED (1 of 4)
Medtr8g008840,chr8,1906490,1907955,"PF04570 - zinc-finger of the FCS-type, C2-C2 (zf-FLZ)  (1 of 21)"
Medtr4g009010,chr4,1747315,1747809,
Medtr4g052570,chr4,19069561,19069905,
Medtr4g054960,chr4,19957311,19963411,PTHR13140//PTHR13140:SF460 - MYOSIN // SUBFAMILY NOT NAMED (1 of 1)
Medtr2g022580,chr2,7820297,7820677,PTHR32285:SF65 - PROTEIN TRICHOME BIREFRINGENCE-LIKE 10-RELATED (1 of 3)
Medtr3g101040,chr3,46496045,46496413,
Medtr0044s0050,scaffold0044,8991,10685,2.5.1.16 - Spermidine synthase / Putrescine aminopropyltransferase (1 of 11)
Medtr5g033580,chr5,14466239,14467963,
Medtr8g467650,chr8,24454850,24455746,PTHR11177//PTHR11177:SF158 - CHITINASE // SUBFAMILY NOT NAMED (1 of 4)
Medtr2g085105,chr2,36130601,36132354,
Medtr4g109340,chr4,45403067,45405757,PF13912 - C2H2-type zinc finger (zf-C2H2_6)  (1 of 48)
Medtr3g079520,chr3,35896335,35897947,PTHR23308//PTHR23308:SF29 - NUCLEAR INHIBITOR OF PROTEIN PHOSPHATASE-1 // SUBFAMILY NOT NAMED (1 of 2)
Medtr3g028700,chr3,9190229,9190967,
Medtr4g079100,chr4,30531357,30537508,
Medtr4g125860,chr4,52258635,52262026,5.1.99.1 - Methylmalonyl-CoA epimerase / Methylmalonyl-CoA racemase (1 of 1)
Medtr3g021090,chr3,6135925,6139049,PF13839//PF14416 - GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p (PC-Esterase)  // PMR5 N terminal Domain (PMR5N)  (1 of 62)
Medtr7g099500,chr7,39924785,39926454,2.7.13.3 - Histidine kinase / Protein kinase (histidine) (1 of 24)
Medtr5g081760,chr5,35044856,35045834,
Medtr4g428420,chr4,9798871,9800286,
Medtr3g014500,chr3,4123569,4124231,PTHR23155//PTHR23155:SF414 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED (1 of 63)
Medtr7g088200,chr7,34329194,34330690,PTHR33781:SF1 - PROTEIN PHYTOCHROME KINASE SUBSTRATE 4 (1 of 1)
Medtr2g436560,chr2,14227342,14228611,K09518 - DnaJ homolog subfamily B member 12 (DNAJB12)  (1 of 1)
Medtr8g466580,chr8,23771961,23772630,
Medtr8g018747,chr8,6469835,6471452,PTHR22814:SF51 - HEAVY METAL TRANSPORT/DETOXIFICATION DOMAIN-CONTAINING PROTEIN (1 of 3)
Medtr4g025830,chr4,8825096,8826434,PTHR31374:SF56 - AUXIN-REGULATED PROTEIN-RELATED (1 of 2)
Medtr3g006140,chr3,562749,564059,PF00646 - F-box domain (F-box)  (1 of 811)
Medtr1g041345,chr1,15404901,15413626,PTHR22891:SF45 - PROTEIN ARGONAUTE 10 (1 of 2)
Medtr5g047330,chr5,20735532,20736056,PF08263//PF13855 - Leucine rich repeat N-terminal domain (LRRNT_2)  // Leucine rich repeat (LRR_8)  (1 of 76)
Medtr7g079995,chr7,30390004,30391108,
Medtr5g058860,chr5,24256328,24257848,PTHR31636:SF25 - SCARECROW-LIKE PROTEIN 26 (1 of 2)
Medtr0030s0360,scaffold0030,109049,109486,
Medtr8g014030,chr8,4358498,4359359,PF05553 - Cotton fibre expressed protein (DUF761)  (1 of 50)
Medtr5g095720,chr5,41846309,41853066,PTHR13468:SF1 - PROTEIN DEK (1 of 3)
Medtr4g088445,chr4,35071840,35072262,PTHR11527:SF158 - 17.6 KDA CLASS I HEAT SHOCK PROTEIN 1-RELATED (1 of 10)
Medtr3g100300,chr3,46107757,46110672,PTHR30566//PTHR30566:SF12 - YNAI-RELATED MECHANOSENSITIVE ION CHANNEL // SUBFAMILY NOT NAMED (1 of 3)
Medtr0393s0020,scaffold0393,2001,4195,
Medtr5g027940,chr5,11666453,11669433,
Medtr4g074290,chr4,28283871,28285348,PTHR31321:SF23 - PECTINESTERASE PPME1-RELATED (1 of 4)
Medtr7g050330,chr7,17473567,17473806,
Medtr6g018920,chr6,7326837,7327877,PTHR11945:SF176 - PROTEIN AGAMOUS-LIKE 82 (1 of 10)
Medtr4g016730,chr4,5132900,5140124,"PTHR24089:SF190 - THYLAKOID ADP,ATP CARRIER PROTEIN, CHLOROPLASTIC-RELATED (1 of 2)"
Medtr1g090753,chr1,40770750,40771339,
Medtr4g080270,chr4,31133545,31133925,PF01107 - Viral movement protein (MP) (MP)  (1 of 32)
Medtr1g053160,chr1,22174189,22182283,PTHR22912:SF48 - NADPH-DEPENDENT THIOREDOXIN REDUCTASE 3 (1 of 1)
Medtr0230s0030,scaffold0230,9872,10541,
Medtr5g023770,chr5,9448562,9460321,PTHR23160:SF10 - PROTEIN GRIP (1 of 1)
Medtr4g045767,chr4,15627351,15631291,PF03000 - NPH3 family (NPH3)  (1 of 32)
Medtr3g024300,chr3,7495824,7497393,
Medtr0147s0060,scaffold0147,15819,21230,"K11273 - chromosome transmission fidelity protein 1 [EC:3.6.4.13] (DDX11, CHL1, CTF1)  (1 of 1)"
